endpoint,split,example_id,row_index,label,gold_key,gold,prediction,correct,prompt,solution0,solution1,prediction_path
coherent86,nonparallel,group0123_ex000049_eng_latn_0_v1,99,1,solution1,touch the meat and see if it is soft to the touch., touch the meat and see if it is soft to the touch.,True,"To know when the frozen meat is defrosted,",touch the meat and see if it is firm to the touch.,touch the meat and see if it is soft to the touch.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
dense_seed62064,parallel,parallel_ex000000_eng_latn,0,3,solution3,The amount of air in the bag stays the same, The amount of air in the bag stays the same,True,"A plastic bag is filled with air and then sealed. When an object is placed on the bag, what happens?",The amount of air in the bag decreases,The amount of air in the bag increases,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000001_eng_latn,1,2,solution2,The water splashes off the cup, The water does not touch the cup,False,"A cup is placed with the opening on the table. When I pour water over the cup, what happens to the water?",The water does not touch the cup,The water goes into the cup,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000002_eng_latn,2,0,solution0,The ball bounces off the window, The ball sticks to the window,False,A child throws a paper ball at a glass window. What happens to the ball?,The ball bounces off the window,The ball sticks to the window,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000003_eng_latn,3,3,solution3,The ball breaks the window, The ball sticks to the window,False,A child throws a metal ball at a glass window. What happens to the ball?,The ball breaks into pieces,The ball sticks to the window,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000004_eng_latn,4,0,solution0,You see the light from the lightbulb through the glass, You see the light from the lightbulb through the glass,True,"There is a lightbulb in front of you. Between you and the lightbulb, there is a sheet of glass. When you turn the lightbulb on, what happens?",You see the light from the lightbulb through the glass,The lightbulb does not emit any light,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000005_eng_latn,5,1,solution1,The center of the fabric gets closer to the ground, The center of the fabric gets closer to the ground,True,"You hold a square of cotton fabric in your hands so that it is taut and parallel with the ground. When you move your hands closer to each other, what happens to the fabric?",The edges of the fabric get further from the ground,The center of the fabric gets closer to the ground,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000008_eng_latn,6,0,solution0,September, January,False,"If a building undergoes maintenance every eight months and the last maintenance was in January, which month will the next maintenance be?",September,October,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000009_eng_latn,7,2,solution2,Saturday, Wednesday,False,Today is Wednesday. You want to meet your friend in three days. Which day do you want to meet your friend?,Sunday,Friday,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000010_eng_latn,8,3,solution3,1936, 1940,False,"A species of cicada emerges every 22 years. If they last emerged in 1914, when will they next emerge?",1940,1934,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000011_eng_latn,9,2,solution2,1983, 1984,False,The year is 2026. George is 43 years old. What year is George most likely born?,1985,1984,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000013_eng_latn,10,2,solution2,6:30 AM, 10 AM,False,The boy needs to complete a household chore before heading to school. When is he more likely to do the household chore?,9:30 AM,6:30 PM,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000014_eng_latn,11,0,solution0,South, East,False,It is late in the afternoon. A person is walking so that the sun is in their eyes. They turn left. What general direction are they walking in?,South,North,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000015_eng_latn,12,2,solution2,Early Morning, Late morning,False,A person is walking so that they are facing the sun. The sun is low in the sky. They turn left and now they are walking north. What general time of day is it?,Late morning,Mid day,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000016_eng_latn,13,1,solution1,You pull it, You push it,False,"There is a door which only opens in one direction. When you go through the door to enter the room, you push it to open. To exit the room, how do you open the door?",You unlock it,You pull it,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000017_eng_latn,14,0,solution0,Charcoal, Paper,False,"You need to write something down, and you have paper but no writing utensil. Which of these would be best to use to write?",Charcoal,White chalk,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000018_eng_latn,15,1,solution1,Watching a movie, Watching a movie,True,Which event generally takes longer?,Running 5km,Watching a movie,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000020_eng_latn,16,3,solution3,A cooking pot, A cooking pot,True,"The bathtub is full of water, but the drain is clogged. You need to move water from the bathtub to the sink to drain it. Which of the following is the best tool?",A soup spoon,A towel,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000021_eng_latn,17,0,solution0,Grapes, Grapes,True,"For a box of a given size, which of the following objects can be packed in the largest number?",Grapes,Cabbages,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000022_eng_latn,18,3,solution3,Rice, Rice,True,You are filling a glass jar with objects. You want the jar to have as little empty space as possible. What should you fill the jar with?,Beans,Tomatoes,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000023_eng_latn,19,3,solution3,An aluminum can, A wooden box,False,"If you drop one of these items from the window of a tall building, which is most likely to be dented?",A ceramic bowl,A wooden box,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000024_eng_latn,20,0,solution0,An aluminum can, A rubber ball,False,"If you drive over these items with a car, which is most likely to be crushed?",An aluminum can,A rubber ball,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000025_eng_latn,21,1,solution1,A piece of rope, A piece of rope,True,"If you drop one of these items from the window of a tall building, which is most likely to be unaffected?",A wooden box,A piece of rope,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000026_eng_latn,22,1,solution1,Under your folded clothes, Under the table,False,You are hiding a book you bought as a present for your sibling until you give it to them. What is the best place for you to hide it?,On your desk chair,Under your folded clothes,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62064,parallel,parallel_ex000027_eng_latn,23,1,solution1,Inside an empty suitcase, In a kitchen drawer,False,You are hiding a pair of shoes you bought as a present for your sibling until you give it to them. What is the best place for you to hide it?,In a kitchen drawer,Inside an empty suitcase,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62064/official_outputs/dense_focus_seed62064_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62064_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
