pair_id,category,pivot_norm_a,target_norm_a,target_norm_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,left_distance,right_distance,between_content_count,row_a,source_a
p0001238,temporal,before,point,forward,content,1,1001+,501-1000,3,3,4,1980,bnc_spoken
p0001239,spatial,into,forward,next,content,1,501-1000,1001+,1,2,1,1980,bnc_spoken
p0001240,comparative,larger,little,wings,content,1,1001+,251-500,2,6,4,1981,simple_wiki
p0001241,comparative,longer,bit,wings,content,1,1001+,251-500,4,3,3,1981,simple_wiki
p0001242,spatial,above,meters,sea,content,1,251-500,1001+,1,1,1,1984,simple_wiki
p0001243,spatial,behind,cat,name,content,1,1001+,1001+,4,10,6,1986,childes
p0001244,temporal,after,represented,knocked,verbish,1,251-500,251-500,3,2,2,1987,qwen_pair_packed
p0001245,spatial,toward,off,sun,content,1,1001+,1001+,1,3,2,1989,gutenberg
p0001246,spatial,toward,travel,east,content,2,251-500,1001+,2,2,2,1989,gutenberg
p0001247,temporal,while,carefully,highly,adverbish,1,251-500,251-500,2,3,3,1991,qwen_pair_packed
p0001248,spatial,through,ate,three,content,1,1001+,1001+,1,1,1,1992,childes
p0001249,spatial,through,ate,four,content,1,1001+,1001+,1,1,1,1992,childes
p0001250,temporal,once,girls,tree,content,1,1001+,1001+,4,6,5,1993,gutenberg
p0001251,spatial,into,holes,parlor,content,1,251-500,101-250,1,2,1,1993,gutenberg
p0001252,causal_connector,if,home,keep,content,1,1001+,1001+,4,4,2,1994,bnc_spoken
p0001253,spatial,towards,giving,training,verbish,1,501-1000,501-1000,2,1,2,1994,bnc_spoken
p0001254,temporal,since,haven't,ill,content,2,1001+,251-500,3,3,2,1995,gutenberg
p0001255,causal_connector,though,another,minutes,content,1,1001+,1001+,4,3,2,1998,childes
p0001256,temporal,after,bumper,becky,capitalized,2,51-100,251-500,2,1,2,2000,childes
p0001257,causal_connector,if,knew,next,content,1,1001+,1001+,1,2,1,2001,gutenberg
p0001258,causal_connector,because,feel,team,content,1,1001+,1001+,5,5,3,2002,open_subtitles
p0001259,causal_connector,because,everyone,that's,content,2,1001+,1001+,1,1,1,2002,open_subtitles
p0001260,temporal,before,even,taking,verbish,1,1001+,1001+,3,1,2,2004,open_subtitles
p0001261,spatial,towards,lost,friend,content,1,1001+,1001+,3,6,4,2004,open_subtitles
p0001262,spatial,against,foot,front,content,1,501-1000,1001+,1,2,1,2006,qwen_pair_packed
p0001263,spatial,against,wall,back,content,2,1001+,1001+,3,2,2,2006,qwen_pair_packed
p0001264,causal_connector,if,double,care,content,1,501-1000,1001+,3,2,1,2007,gutenberg
p0001265,comparative,more,already,read,content,1,1001+,1001+,2,7,4,2007,gutenberg
p0001266,causal_connector,because,out,lives,content,1,1001+,1001+,1,3,1,2008,qwen_pair_packed
p0001267,causal_connector,because,risk,habitat,content,1,501-1000,101-250,3,2,2,2008,qwen_pair_packed
p0001268,temporal,while,seen,seeing,verbish,1,1001+,501-1000,4,3,3,2010,qwen_pair_packed
p0001269,temporal,after,seen,seeing,verbish,1,1001+,501-1000,5,2,3,2010,qwen_pair_packed
p0001270,spatial,onto,down,room,content,1,1001+,1001+,4,3,3,2013,childes
p0001271,causal_connector,if,quick,draw,content,1,501-1000,501-1000,1,4,2,2014,childes
p0001272,temporal,before,out,another,content,1,1001+,1001+,3,3,2,2016,open_subtitles
p0001273,temporal,while,end,young,content,1,1001+,1001+,3,3,3,2018,qwen_pair_packed
p0001274,temporal,while,service,still,content,1,1001+,1001+,1,1,1,2018,qwen_pair_packed
p0001275,comparative,more,town,north,capitalized,2,1001+,1001+,2,3,3,2019,gutenberg
p0001276,comparative,than,town,north,capitalized,2,1001+,1001+,3,2,3,2019,gutenberg
p0001277,causal_connector,if,let's,window,content,2,1001+,1001+,2,7,2,2021,childes
p0001278,causal_connector,if,hear,says,content,1,1001+,1001+,5,2,1,2025,childes
p0001279,spatial,against,european,poland,capitalized,1,501-1000,101-250,2,1,2,2026,bnc_spoken
p0001280,temporal,since,constitution,arabic,capitalized,1,251-500,101-250,4,1,2,2027,qwen_pair_packed
p0001281,temporal,when,others,felt,content,2,1001+,1001+,1,4,2,2030,gutenberg
p0001282,causal_connector,if,must,rather,content,1,1001+,1001+,3,3,2,2030,gutenberg
p0001283,spatial,against,air,enemy,content,1,1001+,501-1000,2,2,2,2031,fw_preserved_compact_view
p0001284,temporal,once,devil,mainland,content,2,101-250,51-100,2,3,3,2031,fw_preserved_compact_view
p0001285,spatial,above,spot,legs,content,1,501-1000,501-1000,1,5,2,2033,simple_wiki
p0001286,causal_connector,if,serves,version,content,1,101-250,251-500,3,2,3,2036,fw_preserved_compact_view
p0001287,comparative,lower,both,case,content,1,1001+,1001+,1,3,2,2037,fw_preserved_compact_view
p0001288,comparative,lower,song,letters,content,2,1001+,501-1000,3,2,3,2037,fw_preserved_compact_view
p0001289,spatial,outside,uhuh,it's,content,2,501-1000,1001+,4,10,3,2038,childes
p0001290,spatial,behind,connects,curtains,content,2,51-100,51-100,4,2,2,2043,open_subtitles
p0001291,causal_connector,because,contact,works,content,1,251-500,1001+,2,2,1,2043,open_subtitles
p0001292,comparative,better,war,world,content,2,1001+,1001+,4,1,1,2044,open_subtitles
p0001293,temporal,after,potatoes,talk,content,1,251-500,1001+,6,3,3,2045,childes
p0001294,causal_connector,if,call,pay,content,1,1001+,1001+,2,4,2,2045,childes
p0001295,temporal,when,dream,wake,content,2,501-1000,251-500,1,2,1,2049,open_subtitles
p0001296,causal_connector,if,baby,girl,content,2,1001+,1001+,3,4,3,2050,childes
p0001297,causal_connector,because,done,fact,content,1,1001+,1001+,4,4,4,2051,open_subtitles
p0001298,temporal,before,months,quite,content,1,1001+,1001+,1,6,3,2056,gutenberg
p0001299,comparative,than,months,quite,content,1,1001+,1001+,2,5,3,2056,gutenberg
p0001300,temporal,when,best,believe,content,2,1001+,1001+,1,6,2,2057,open_subtitles
p0001301,spatial,beneath,thousands,crust,content,1,251-500,51-100,3,2,2,2058,open_subtitles
p0001302,temporal,after,next,servant,content,1,1001+,251-500,2,3,3,2059,gutenberg
p0001303,spatial,into,seem,answer,content,1,501-1000,1001+,3,3,3,2060,open_subtitles
p0001304,spatial,through,stuff,ate,content,1,1001+,1001+,3,2,2,2061,childes
p0001305,spatial,through,ate,oranges,content,1,1001+,251-500,1,9,2,2061,childes
p0001306,causal_connector,because,hurt,she'd,content,2,1001+,251-500,1,3,2,2065,open_subtitles
p0001307,temporal,when,bye,body,content,2,1001+,1001+,4,4,5,2065,open_subtitles
p0001308,temporal,before,he'll,case,content,2,501-1000,1001+,3,2,2,2066,bnc_spoken
p0001309,temporal,until,too,yesterday,content,2,1001+,501-1000,6,1,3,2071,open_subtitles
p0001310,temporal,when,shop,woman,content,2,251-500,1001+,6,2,3,2072,gutenberg
p0001311,comparative,than,sight,upon,content,1,501-1000,1001+,3,4,1,2072,gutenberg
p0001312,causal_connector,if,manager,start,content,1,251-500,1001+,4,2,2,2074,open_subtitles
p0001313,temporal,when,friend,every,content,1,1001+,1001+,1,1,1,2076,gutenberg
p0001314,temporal,before,hand,pocket,content,1,1001+,251-500,4,5,3,2076,gutenberg
p0001315,causal_connector,if,great,guys,content,1,1001+,1001+,1,2,1,2077,open_subtitles
p0001316,temporal,while,keep,play,content,1,1001+,1001+,2,2,2,2077,open_subtitles
p0001317,temporal,during,pool,term,content,1,251-500,501-1000,2,2,2,2078,simple_wiki
p0001318,causal_connector,because,college,difficulties,content,1,501-1000,101-250,1,5,3,2079,bnc_spoken
p0001319,spatial,between,exist,could,content,1,251-500,1001+,1,7,3,2079,bnc_spoken
p0001320,spatial,through,ate,four,content,1,1001+,1001+,1,3,2,2080,childes
p0001321,spatial,through,ate,oranges,content,1,1001+,251-500,1,2,2,2080,childes
p0001322,temporal,when,mama,baby,content,1,501-1000,1001+,2,6,1,2085,open_subtitles
p0001323,spatial,into,came,mind,content,1,1001+,1001+,1,2,1,2088,gutenberg
p0001324,causal_connector,if,seem,mother,content,1,501-1000,1001+,2,7,2,2088,gutenberg
p0001325,causal_connector,because,gone,easy,content,2,1001+,1001+,4,7,3,2089,open_subtitles
p0001326,spatial,through,babies,apple,content,1,251-500,501-1000,4,3,2,2091,childes
p0001327,spatial,through,apple,pear,content,1,501-1000,101-250,2,3,1,2091,childes
p0001328,temporal,when,six,sun,content,1,1001+,1001+,3,2,2,2092,childes
p0001329,temporal,when,glad,paid,content,1,1001+,501-1000,3,2,3,2093,gutenberg
p0001330,temporal,when,sorry,told,content,1,1001+,1001+,1,2,1,2093,gutenberg
p0001331,temporal,while,members,cross,content,1,1001+,501-1000,1,3,2,2096,fw_preserved_compact_view
p0001332,temporal,during,hours,night,content,2,1001+,1001+,2,3,3,2097,gutenberg
p0001333,temporal,until,little,wore,content,1,1001+,251-500,2,5,3,2101,gutenberg
p0001334,causal_connector,if,let's,again,content,2,1001+,1001+,2,3,2,2104,childes
p0001335,spatial,into,shot,air,content,1,501-1000,1001+,1,2,1,2105,gutenberg
p0001336,spatial,under,shouts,cheeks,content,1,101-250,101-250,3,3,2,2105,gutenberg
p0001337,causal_connector,because,fired,parking,verbish,1,251-500,101-250,1,7,3,2107,open_subtitles
p0001338,causal_connector,because,pay,too,content,1,1001+,1001+,3,3,2,2107,open_subtitles
p0001339,causal_connector,if,contents,magazines,content,2,101-250,51-100,2,7,4,2112,open_subtitles
p0001340,spatial,inside,contents,magazines,content,2,101-250,51-100,7,2,4,2112,open_subtitles
p0001341,spatial,onto,logs,trucks,content,2,51-100,101-250,4,1,2,2113,childes
p0001342,spatial,above,high,cloud,content,1,1001+,251-500,1,2,2,2114,fw_preserved_compact_view
p0001343,spatial,into,deep,atmosphere,content,1,501-1000,101-250,2,2,2,2114,fw_preserved_compact_view
p0001344,causal_connector,if,quite,knew,content,1,1001+,1001+,3,2,2,2115,gutenberg
p0001345,causal_connector,if,another,you're,content,2,1001+,1001+,1,1,1,2120,open_subtitles
p0001346,comparative,better,somebody,spot,content,2,1001+,501-1000,3,1,2,2120,open_subtitles
p0001347,temporal,until,11,16,number,4,501-1000,501-1000,2,2,3,2125,simple_wiki
p0001348,spatial,above,meters,sea,content,1,251-500,1001+,1,1,1,2125,simple_wiki
p0001349,causal_connector,if,fine,that's,content,2,1001+,1001+,2,6,2,2126,childes
p0001350,temporal,while,truck,bicycle,content,2,501-1000,251-500,1,3,2,2127,simple_wiki
p0001351,spatial,into,products,both,content,1,251-500,1001+,3,3,3,2128,fw_preserved_compact_view
p0001352,spatial,into,products,space,content,1,251-500,1001+,3,1,2,2128,fw_preserved_compact_view
p0001353,temporal,while,room,perhaps,content,1,1001+,1001+,1,5,2,2129,gutenberg
p0001354,causal_connector,if,help,too,content,1,1001+,1001+,6,3,2,2129,gutenberg
p0001355,spatial,into,caterpillars,butterflies,content,2,51-100,101-250,2,1,2,2130,childes
p0001356,spatial,across,finger,line,content,1,501-1000,1001+,1,1,1,2130,childes
p0001357,spatial,beneath,shape,walls,content,1,251-500,251-500,5,2,3,2131,gutenberg
p0001358,temporal,when,children,trying,verbish,1,1001+,1001+,2,3,2,2134,childes
p0001359,temporal,when,fear,over,content,1,501-1000,1001+,4,5,2,2136,gutenberg
p0001360,temporal,while,bright,still,content,1,501-1000,1001+,3,3,4,2139,gutenberg
p0001361,temporal,before,woods,boys,content,1,501-1000,1001+,6,3,2,2139,gutenberg
p0001362,causal_connector,if,help,goes,content,1,1001+,1001+,2,2,2,2143,open_subtitles
p0001363,causal_connector,because,cats,rat,content,1,251-500,51-100,4,2,3,2144,simple_wiki
p0001364,temporal,after,michigan,detroit,capitalized,1,101-250,51-100,2,3,3,2144,simple_wiki
p0001365,temporal,when,grandmother,ago,content,2,251-500,1001+,4,9,3,2147,childes
p0001366,comparative,larger,mind,party,content,1,1001+,1001+,4,1,1,2148,qwen_pair_packed
p0001367,comparative,than,mind,sent,content,1,1001+,1001+,6,4,5,2148,qwen_pair_packed
p0001368,temporal,before,back,over,content,1,1001+,1001+,4,4,3,2150,gutenberg
p0001369,temporal,after,about,years,content,1,1001+,1001+,2,2,1,2152,open_subtitles
p0001370,causal_connector,if,lot,hands,content,1,1001+,1001+,4,5,4,2153,open_subtitles
p0001371,spatial,into,lot,hands,content,1,1001+,1001+,7,2,4,2153,open_subtitles
p0001372,spatial,through,ate,apple,content,1,1001+,501-1000,1,2,1,2154,childes
p0001373,spatial,through,ate,pears,content,1,1001+,251-500,1,2,1,2154,childes
p0001374,causal_connector,because,behavior,nobody,content,1,101-250,501-1000,1,1,1,2156,fw_preserved_compact_view
p0001375,causal_connector,because,escaped,discussed,verbish,1,101-250,101-250,2,2,3,2156,fw_preserved_compact_view
p0001376,temporal,before,done,help,content,1,1001+,1001+,2,6,2,2158,gutenberg
p0001377,spatial,through,another,came,content,1,1001+,1001+,9,5,5,2158,gutenberg
p0001378,temporal,when,they’d,keeper,content,2,11-25,51-100,5,5,3,2161,gutenberg
p0001379,temporal,when,knows,whether,content,1,1001+,1001+,10,6,2,2161,gutenberg
p0001380,temporal,while,little,members,content,1,1001+,1001+,1,3,2,2162,gutenberg
p0001381,temporal,while,little,members,content,1,1001+,1001+,2,2,2,2162,gutenberg
p0001382,temporal,when,health,high,content,1,1001+,1001+,2,1,2,2163,fw_preserved_compact_view
p0001383,spatial,between,level,northern,content,1,501-1000,501-1000,2,2,2,2165,fw_preserved_compact_view
p0001384,spatial,between,level,northern,content,1,501-1000,501-1000,2,3,3,2165,fw_preserved_compact_view
p0001385,causal_connector,if,play,hafta,content,1,1001+,1001+,7,7,4,2167,childes
p0001386,spatial,through,shades,reeds,content,2,51-100,51-100,2,2,2,2169,gutenberg
p0001387,temporal,when,sick,wind,content,1,501-1000,501-1000,4,3,3,2169,gutenberg
p0001388,comparative,more,ought,fire,content,1,501-1000,1001+,3,2,1,2171,gutenberg
p0001389,comparative,than,ought,lose,content,1,501-1000,501-1000,6,4,3,2171,gutenberg
p0001390,spatial,through,illness,protection,nominal,1,101-250,251-500,3,2,3,2173,fw_preserved_compact_view
p0001391,temporal,when,silver,lets,content,1,1001+,251-500,3,2,2,2175,childes
p0001392,temporal,after,xii,clement,capitalized,2,51-100,11-25,3,1,3,2176,fw_preserved_compact_view
p0001393,temporal,until,perfectly,dishes,capitalized,2,251-500,251-500,2,7,3,2177,open_subtitles
p0001394,spatial,into,hugo,austria,capitalized,1,251-500,251-500,2,2,2,2178,simple_wiki
p0001395,causal_connector,if,dolls,that's,content,2,251-500,1001+,3,1,1,2179,gutenberg
p0001396,temporal,while,beach,quite,content,1,501-1000,1001+,4,3,2,2179,gutenberg
p0001397,temporal,before,shook,birds,content,1,251-500,501-1000,6,6,5,2180,gutenberg
p0001398,comparative,greater,flow,molecular,content,2,101-250,51-100,3,1,2,2183,fw_preserved_compact_view
p0001399,comparative,greater,flow,molecular,content,2,101-250,51-100,3,1,2,2183,fw_preserved_compact_view
p0001400,spatial,into,game,games,content,1,1001+,501-1000,1,4,2,2184,simple_wiki
p0001401,temporal,when,becomes,sees,content,1,251-500,101-250,3,2,2,2185,childes
p0001402,causal_connector,though,strange,saw,content,1,501-1000,1001+,1,4,1,2189,gutenberg
p0001403,causal_connector,if,sir,trouble,content,2,1001+,1001+,1,7,2,2189,gutenberg
p0001404,causal_connector,because,power,large,content,1,1001+,1001+,1,3,1,2193,simple_wiki
p0001405,causal_connector,if,cry,pregnant,content,2,501-1000,251-500,6,4,2,2194,open_subtitles
p0001406,causal_connector,if,great,honey,content,2,1001+,1001+,9,7,3,2194,open_subtitles
p0001407,temporal,when,fairy,feet,content,2,251-500,1001+,1,7,3,2196,gutenberg
p0001408,causal_connector,if,pay,away,content,1,1001+,1001+,1,6,2,2200,gutenberg
p0001409,spatial,through,castile,nueva,capitalized,3,26-50,11-25,1,4,2,2202,simple_wiki
p0001410,comparative,than,broader,hitherto,content,2,26-50,26-50,2,2,2,2207,qwen_pair_packed
p0001411,spatial,into,boy,gets,content,1,1001+,1001+,3,4,5,2208,open_subtitles
p0001412,temporal,before,decelerate,slingshot,content,3,3-5,11-25,1,4,2,2208,open_subtitles
p0001413,temporal,when,yet,he's,content,2,1001+,1001+,2,1,1,2210,childes
p0001414,causal_connector,if,out,helmet,content,2,1001+,251-500,3,6,5,2212,open_subtitles
p0001415,causal_connector,if,about,over,content,1,1001+,1001+,1,4,2,2216,childes
p0001416,causal_connector,because,yourself,hurry,content,2,1001+,501-1000,2,6,3,2217,gutenberg
p0001417,temporal,while,life,still,content,1,1001+,1001+,4,3,2,2217,gutenberg
p0001418,spatial,between,brown,eyes,content,1,501-1000,1001+,3,2,2,2218,fw_preserved_compact_view
p0001419,temporal,after,fit,cross,content,1,501-1000,501-1000,5,5,4,2220,qwen_pair_packed
p0001420,comparative,more,lot,told,content,1,1001+,1001+,6,4,3,2221,qwen_pair_packed
p0001421,comparative,than,lot,told,content,1,1001+,1001+,7,3,3,2221,qwen_pair_packed
p0001422,temporal,after,wait,fight,content,2,1001+,1001+,3,2,2,2222,open_subtitles
p0001423,spatial,between,perhaps,lot,content,1,1001+,1001+,4,3,4,2223,bnc_spoken
p0001424,temporal,before,pick,could,content,1,1001+,1001+,3,2,2,2225,bnc_spoken
p0001425,temporal,when,together,done,content,2,1001+,1001+,2,2,2,2225,bnc_spoken
p0001426,spatial,through,caterpillar,nice,content,1,1001+,1001+,2,2,2,2228,childes
p0001427,comparative,better,felt,guess,content,1,1001+,1001+,2,3,2,2228,childes
p0001428,spatial,above,river,west,content,1,1001+,1001+,3,5,3,2230,fw_preserved_compact_view
p0001429,temporal,after,calls,man,content,2,501-1000,1001+,1,7,5,2232,qwen_pair_packed
p0001430,temporal,when,over,comes,content,1,1001+,1001+,3,2,3,2233,childes
p0001431,spatial,under,undergone,czarist,content,3,11-25,6-10,3,2,3,2235,fw_preserved_compact_view
p0001432,temporal,after,humans,virus,content,1,251-500,251-500,1,2,1,2235,fw_preserved_compact_view
p0001433,causal_connector,if,feel,room,content,1,1001+,1001+,2,10,5,2238,gutenberg
p0001434,causal_connector,because,hours,about,content,1,1001+,1001+,2,5,3,2239,childes
p0001435,temporal,before,long,dear,content,1,1001+,1001+,3,3,2,2239,childes
p0001436,spatial,between,always,man,content,1,1001+,1001+,1,1,1,2240,open_subtitles
p0001437,temporal,before,stop,back,content,1,1001+,1001+,1,3,1,2240,open_subtitles
p0001438,temporal,before,noose,relish,content,2,11-25,26-50,2,6,3,2244,gutenberg
p0001439,temporal,after,park,places,content,1,1001+,1001+,3,1,2,2247,simple_wiki
p0001440,spatial,into,road,park,content,1,1001+,1001+,2,2,2,2247,simple_wiki
p0001441,temporal,after,lost,few,content,1,1001+,1001+,3,2,2,2254,fw_preserved_compact_view
p0001442,causal_connector,if,i'll,let's,capitalized,2,1001+,1001+,2,5,3,2259,open_subtitles
p0001443,temporal,before,i've,it's,capitalized,2,1001+,1001+,5,2,4,2259,open_subtitles
p0001444,comparative,than,none,memory,content,1,501-1000,251-500,2,8,5,2260,gutenberg
p0001445,temporal,before,other,memory,content,1,1001+,251-500,6,3,5,2260,gutenberg
p0001446,temporal,while,data,register,content,1,501-1000,101-250,1,3,2,2261,fw_preserved_compact_view
p0001447,spatial,between,british,french,capitalized,1,1001+,1001+,2,2,2,2262,simple_wiki
p0001448,temporal,before,anyone,came,content,1,1001+,1001+,2,5,2,2263,open_subtitles
p0001449,spatial,onto,man,sticks,content,2,1001+,501-1000,3,4,3,2271,childes
