global_index,domain,ContextType,ContextDiff,TargetDiff,ConceptA,ConceptB,context_diff_c1,context_diff_c2,target_diff_words,depth_interaction_sum,shallow_interaction_sum,depth_local_min_actual_over_swapped_sum,shallow_local_min_actual_over_swapped_sum
1753,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,,-11.345345668203663,-2.8163078802172095,-1.9862236976623535,-0.1031951904296875
1756,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Carmen ||| Li.,Li ||| Carmen.,,-6.804825032129884,-20.930052059236914,-0.5138521194458008,-3.2123336791992188
1757,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Li ||| Carmen.,Carmen ||| Li.,,-6.804825032129884,-20.930052059236914,-0.5138521194458008,-3.2123336791992188
1760,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,chess ||| soccer.,soccer ||| chess.,,-15.159801345318556,-25.265713477507234,-0.7473735809326172,-3.4472193717956543
1761,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,soccer ||| chess.,chess ||| soccer.,,-15.159801345318556,-25.265713477507234,-0.7473735809326172,-3.4472193717956543
1774,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,,-11.215041310933884,-7.1147265549516305,-1.118483543395996,-0.5538969039916992
1775,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| bus.,bus ||| volleyball.,,-11.215041310933884,-7.1147265549516305,-1.118483543395996,-0.5538969039916992
1776,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| bus.,bus ||| volleyball.,,-8.652358351973817,-4.016697106475476,-1.4968461990356445,-0.9743428230285645
1777,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,,-8.652358351973817,-4.016697106475476,-1.4968461990356445,-0.9743428230285645
1812,agent-properties,direct,variable swap,variable swap,prefer,-,airplane ||| candle.,candle ||| airplane.,,-46.31274140183814,-23.745448155794293,-0.5803375244140625,-1.9630470275878906
1813,agent-properties,direct,variable swap,variable swap,prefer,-,candle ||| airplane.,airplane ||| candle.,,-46.31274140183814,-23.745448155794293,-0.5803375244140625,-1.9630470275878906
1816,agent-properties,direct,variable swap,variable swap,prefer,-,airplane ||| candle.,candle ||| airplane.,,-44.22670952347107,-30.02602589642629,-1.9831948280334473,-1.1246261596679688
1817,agent-properties,direct,variable swap,variable swap,prefer,-,candle ||| airplane.,airplane ||| candle.,,-44.22670952347107,-30.02602589642629,-1.9831948280334473,-1.1246261596679688
1820,agent-properties,direct,variable swap,variable swap,prefer,-,airplane ||| candle.,candle ||| airplane.,,-53.58610982866958,-62.23934007808566,-2.7980289459228516,-1.6928014755249023
1821,agent-properties,direct,variable swap,variable swap,prefer,-,candle ||| airplane.,airplane ||| candle.,,-53.58610982866958,-62.23934007808566,-2.7980289459228516,-1.6928014755249023
1824,agent-properties,direct,variable swap,variable swap,prefer,-,truck ||| wheel.,wheel ||| truck.,,-32.756599026499316,-21.603256770176813,-0.08564043045043945,-0.23409318923950195
1825,agent-properties,direct,variable swap,variable swap,prefer,-,wheel ||| truck.,truck ||| wheel.,,-32.756599026499316,-21.603256770176813,-0.08564043045043945,-0.23409318923950195
1828,agent-properties,direct,variable swap,variable swap,prefer,-,truck ||| wheel.,wheel ||| truck.,,-31.789354550652206,-21.690637042745948,-0.28706789016723633,-0.8398318290710449
1829,agent-properties,direct,variable swap,variable swap,prefer,-,wheel ||| truck.,truck ||| wheel.,,-31.789354550652206,-21.690637042745948,-0.28706789016723633,-0.8398318290710449
1832,agent-properties,direct,variable swap,variable swap,prefer,-,truck ||| wheel.,wheel ||| truck.,,-33.43989294208586,-28.403972337488085,-2.4943413734436035,-0.4570150375366211
1833,agent-properties,direct,variable swap,variable swap,prefer,-,wheel ||| truck.,truck ||| wheel.,,-33.43989294208586,-28.403972337488085,-2.4943389892578125,-0.45700836181640625
1836,agent-properties,direct,variable swap,variable swap,prefer,-,box ||| truck.,truck ||| box.,,-35.15990823996253,-20.964045407250524,-2.082202911376953,-3.0022449493408203
1837,agent-properties,direct,variable swap,variable swap,prefer,-,truck ||| box.,box ||| truck.,,-35.15990823996253,-20.964045407250524,-2.082202911376953,-3.0022449493408203
1840,agent-properties,direct,variable swap,variable swap,prefer,-,box ||| truck.,truck ||| box.,,-34.63414205086883,-24.337567147333175,-2.733696937561035,-3.236257314682007
1841,agent-properties,direct,variable swap,variable swap,prefer,-,truck ||| box.,box ||| truck.,,-34.63414205086883,-24.337567147333175,-2.733696937561035,-3.236257314682007
1844,agent-properties,direct,variable swap,variable swap,prefer,-,box ||| truck.,truck ||| box.,,-39.3151150502963,-39.912635339424014,-0.4880828857421875,-1.0314092636108398
1845,agent-properties,direct,variable swap,variable swap,prefer,-,truck ||| box.,box ||| truck.,,-39.3151150502963,-39.912635339424014,-0.4880828857421875,-1.0314092636108398
1848,agent-properties,direct,variable swap,variable swap,prefer,-,car ||| cooler.,cooler ||| car.,,-36.63035563612357,-25.058015638729557,-1.2247467041015625,-3.479619026184082
1849,agent-properties,direct,variable swap,variable swap,prefer,-,cooler ||| car.,car ||| cooler.,,-36.63035563612357,-25.058015638729557,-1.2247467041015625,-3.479619026184082
1852,agent-properties,direct,variable swap,variable swap,prefer,-,car ||| cooler.,cooler ||| car.,,-33.647227249573916,-28.170967187266797,-0.702756404876709,-0.4706244468688965
1853,agent-properties,direct,variable swap,variable swap,prefer,-,cooler ||| car.,car ||| cooler.,,-33.647227249573916,-28.170967187266797,-0.702756404876709,-0.4706244468688965
1856,agent-properties,direct,variable swap,variable swap,prefer,-,car ||| cooler.,cooler ||| car.,,-46.478491319692694,-56.03574725287035,-0.23433446884155273,-0.4556283950805664
1857,agent-properties,direct,variable swap,variable swap,prefer,-,cooler ||| car.,car ||| cooler.,,-46.478491319692694,-56.03574725287035,-0.23433446884155273,-0.4556283950805664
1860,agent-properties,direct,variable swap,variable swap,prefer,-,bus ||| volleyball.,volleyball ||| bus.,,-48.25643240730278,-20.859022848773748,-0.6937947273254395,-0.8978662490844727
1861,agent-properties,direct,variable swap,variable swap,prefer,-,volleyball ||| bus.,bus ||| volleyball.,,-48.25643240730278,-20.859022848773748,-0.6937947273254395,-0.8978662490844727
1864,agent-properties,direct,variable swap,variable swap,prefer,-,bus ||| volleyball.,volleyball ||| bus.,,-45.931962348520756,-24.936048774048686,-0.1474909782409668,-0.777623176574707
1865,agent-properties,direct,variable swap,variable swap,prefer,-,volleyball ||| bus.,bus ||| volleyball.,,-45.931962348520756,-24.936048774048686,-0.1474909782409668,-0.777623176574707
1868,agent-properties,direct,variable swap,variable swap,prefer,-,bus ||| volleyball.,volleyball ||| bus.,,-53.505417075240985,-42.636591566260904,-0.2986021041870117,-2.8512864112854004
1869,agent-properties,direct,variable swap,variable swap,prefer,-,volleyball ||| bus.,bus ||| volleyball.,,-53.505417075240985,-42.636591566260904,-0.2986021041870117,-2.8512864112854004
1894,agent-properties,indirect,antonym,variable swap,prefer,-,in favor of,against,,-0.9432979375123978,-0.38515837118029594,-0.792646586894989,-0.023622989654541016
1898,agent-properties,indirect,antonym,variable swap,prefer,-,in favor of,against,,-0.24844196438789368,-0.5146949738264084,-0.9712544679641724,-1.3078170418739319
1904,agent-properties,indirect,antonym,variable swap,prefer,-,reached for,avoided,,-12.236223621293902,-12.70305000897497,-5.615710258483887,-6.485044002532959
1905,agent-properties,indirect,antonym,variable swap,prefer,-,avoided,reached for,,-12.236223621293902,-12.70305000897497,-5.615710258483887,-6.485044002532959
1910,agent-properties,indirect,antonym,variable swap,prefer,-,reached for,avoided,,-7.431671047583222,-5.3382641698699445,-6.21291446685791,-9.37388563156128
1911,agent-properties,indirect,antonym,variable swap,prefer,-,avoided,reached for,,-7.431671047583222,-5.3382641698699445,-6.21291446685791,-9.37388563156128
1916,agent-properties,indirect,antonym,variable swap,prefer,-,reached for,avoided,,-8.835686162114143,-5.880945958662778,-7.25616979598999,-7.881599426269531
1922,agent-properties,indirect,antonym,variable swap,prefer,-,reached for,avoided,,-20.646540907677263,-6.122978341998532,-7.043893337249756,-7.391983985900879
1923,agent-properties,indirect,antonym,variable swap,prefer,-,avoided,reached for,,-20.646540907677263,-6.122978341998532,-7.043893337249756,-7.391983985900879
1929,agent-properties,indirect,antonym,variable swap,prefer,-,avoided,reached for,,-11.120851996354759,-4.05646486999467,-5.954814910888672,-9.118639945983887
1939,agent-properties,indirect,game,variable swap,prefer,-,basketball.,dominoes.,,-3.6602470874786377,-5.437536362558603,-10.638720706105232,-6.04209266602993
1950,agent-properties,indirect,variable swap,variable swap,prefer,-,Jesse ||| Wei.,Wei ||| Jesse.,,-9.982632726430893,-15.66906452178955,-1.4956846237182617,-3.6384267807006836
1951,agent-properties,indirect,variable swap,variable swap,prefer,-,Wei ||| Jesse.,Jesse ||| Wei.,,-9.982632726430893,-15.66906452178955,-1.4956846237182617,-3.6384267807006836
1955,agent-properties,indirect,variable swap,variable swap,prefer,-,Yan ||| Ali.,Ali ||| Yan.,,-18.336565244942904,-3.8574208766222,-3.427285671234131,-13.061100959777832
1958,agent-properties,indirect,variable swap,variable swap,prefer,-,Mohammed ||| Alex.,Alex ||| Mohammed.,,-11.586116343736649,-4.210534609854221,-4.277434349060059,-1.4693975448608398
1959,agent-properties,indirect,variable swap,variable swap,prefer,-,Alex ||| Mohammed.,Mohammed ||| Alex.,,-11.586116343736649,-4.210534609854221,-4.277434349060059,-1.4693975448608398
1962,agent-properties,indirect,variable swap,variable swap,prefer,-,Fatima ||| Maria.,Maria ||| Fatima.,,-11.667541183531284,-7.931806735694408,-3.0777153968811035,-3.447847366333008
1963,agent-properties,indirect,variable swap,variable swap,prefer,-,Maria ||| Fatima.,Fatima ||| Maria.,,-11.667541183531284,-7.931806735694408,-3.0777153968811035,-3.447847366333008
1967,agent-properties,indirect,variable swap,variable swap,prefer,-,Carmen ||| Li.,Li ||| Carmen.,,-15.4630087018013,-6.96496145427227,-3.0978450775146484,-5.592363357543945
1974,agent-properties,indirect,variable swap,variable swap,prefer,-,"and Li, ||| Carmen ||| Li.",Li and ||| Li ||| Carmen.,,-11.838634878396988,-2.9418735280632973,21.49861717224121,13.701297402381897
1982,agent-properties,indirect,variable swap,variable swap,prefer,-,"and Fatima, ||| Maria ||| Fatima.",Fatima and ||| Fatima ||| Maria.,,-8.700490839779377,-3.423005849123001,17.766578376293182,12.139423191547394
1983,agent-properties,indirect,variable swap,variable swap,prefer,-,"and Maria, ||| Fatima ||| Maria.",Maria and ||| Maria ||| Fatima.,,-8.700490839779377,-3.423005849123001,21.835514295846224,17.144651174545288
1988,agent-properties,indirect,variable swap,variable swap,prefer,-,"and Ali, ||| Yan ||| Ali.",Ali and ||| Ali ||| Yan.,,-2.0059527195990086,-9.18096187338233,12.513091266155243,8.864504933357239
1989,agent-properties,indirect,variable swap,variable swap,prefer,-,"and Yan, ||| Ali ||| Yan.",Yan and ||| Yan ||| Ali.,,-2.0059527195990086,-9.18096187338233,11.92463731765747,9.608736753463745
1990,agent-properties,indirect,variable swap,variable swap,prefer,-,"airplane ||| candle, ||| airplane ||| candle.","candle ||| airplane, ||| candle ||| airplane.",,-31.699015039484948,-22.52878811908886,-6.1221785843372345,-3.1857822788879275
1991,agent-properties,indirect,variable swap,variable swap,prefer,-,"candle ||| airplane, ||| candle ||| airplane.","airplane ||| candle, ||| airplane ||| candle.",,-31.699015039484948,-22.52878811908886,-6.1221785843372345,-3.1857822788879275
1992,agent-properties,indirect,variable swap,variable swap,prefer,-,"airplane ||| candle, ||| airplane ||| candle.","candle ||| airplane, ||| candle ||| airplane.",,-15.3826579102315,-9.995171933434904,-7.080964684486389,-2.2847379818558693
1993,agent-properties,indirect,variable swap,variable swap,prefer,-,"candle ||| airplane, ||| candle ||| airplane.","airplane ||| candle, ||| airplane ||| candle.",,-15.3826579102315,-9.995171933434904,-7.080964684486389,-2.2847379818558693
1996,agent-properties,indirect,variable swap,variable swap,prefer,-,"box ||| truck, ||| box ||| truck.","truck ||| box, ||| truck ||| box.",,-24.22190905129537,-12.273198753595352,-3.759917862713337,-1.1302087660878897
1997,agent-properties,indirect,variable swap,variable swap,prefer,-,"truck ||| box, ||| truck ||| box.","box ||| truck, ||| box ||| truck.",,-24.22190905129537,-12.273198753595352,-3.759917862713337,-1.1302087660878897
1998,agent-properties,indirect,variable swap,variable swap,prefer,-,"box ||| truck, ||| box ||| truck.","truck ||| box, ||| truck ||| box.",,-10.795258596539497,-4.118577561341226,-0.024915363639593124,-0.7801392693072557
1999,agent-properties,indirect,variable swap,variable swap,prefer,-,"truck ||| box, ||| truck ||| box.","box ||| truck, ||| box ||| truck.",,-10.795258596539497,-4.118577561341226,-0.024915363639593124,-0.7801392693072557
2002,agent-properties,indirect,variable swap,variable swap,prefer,-,"bus ||| volleyball, ||| bus ||| volleyball.","volleyball ||| bus, ||| volleyball ||| bus.",,-39.320054224226624,-8.405354530201294,-1.732461541891098,-9.082905222196132
2003,agent-properties,indirect,variable swap,variable swap,prefer,-,"volleyball ||| bus, ||| volleyball ||| bus.","bus ||| volleyball, ||| bus ||| volleyball.",,-39.320054224226624,-8.405354530201294,-1.732461541891098,-9.082905222196132
