pair_id,category,match_level,target_a,target_b,pivot_a,pivot_b,source_a,source_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,a_generic,b_generic,either_generic,both_generic,maybe_antonym,same_prefix3,same_suffix3,levenshtein,normalized_levenshtein,char_jaccard,cross_context_target_leaks,context_word_jaccard,local_window_jaccard,target_len_chars_a,target_len_chars_b
p0000635,causal_connector,0,bulk,senses,because,though,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.0,0,0.08955223880597014,0.0,4,6
p0000636,causal_connector,0,afterward,leak,therefore,if,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.7777777777777778,0.2222222222222222,0,0.1348314606741573,0.0,9,4
p0000637,causal_connector,0,tickle,withdrew,if,though,gutenberg,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.75,0.3,0,0.0755813953488372,0.0,6,8
p0000638,causal_connector,0,emphasis,sheer,because,because,fw_preserved_compact_view,qwen_pair_packed,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.375,0,0.07575757575757576,0.1111111111111111,8,5
p0000639,causal_connector,0,propose,reminds,therefore,because,qwen_pair_packed,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,7,1.0,0.3333333333333333,0,0.11458333333333333,0.0,7,7
p0000640,causal_connector,0,grim,bombs,though,though,gutenberg,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.14285714285714285,0,0.09036144578313253,0.09090909090909091,4,5
p0000641,causal_connector,0,employ,plebe,if,if,qwen_pair_packed,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.42857142857142855,0,0.14,0.045454545454545456,6,5
p0000642,causal_connector,0,quote,ban,if,if,childes,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.0,0,0.14093959731543623,0.09523809523809523,5,3
p0000643,causal_connector,0,scold,halt,if,if,gutenberg,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.125,0,0.1368421052631579,0.045454545454545456,5,4
p0000644,causal_connector,0,recommend,plague,therefore,if,qwen_pair_packed,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.08333333333333333,0,0.11258278145695365,0.13043478260869565,9,6
p0000645,causal_connector,0,neighbours,quarrel,because,if,bnc_spoken,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,10,1.0,0.23076923076923078,0,0.1,0.0,10,7
p0000646,causal_connector,0,bolts,craft,because,if,childes,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.1111111111111111,0,0.147239263803681,0.0,5,5
p0000647,causal_connector,0,persuade,triple,thus,because,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.75,0.3,0,0.10738255033557047,0.13636363636363635,8,6
p0000648,causal_connector,0,resolve,pro,unless,therefore,gutenberg,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.2857142857142857,0,0.11731843575418995,0.043478260869565216,7,3
p0000649,causal_connector,0,uncertain,ignore,if,therefore,gutenberg,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.4,0,0.1366120218579235,0.0,9,6
p0000650,causal_connector,0,ruins,leak,if,if,childes,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.0,0,0.09883720930232558,0.09090909090909091,5,4
p0000651,causal_connector,0,intent,rat,if,because,gutenberg,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.16666666666666666,0,0.07291666666666667,0.043478260869565216,6,3
p0000652,causal_connector,0,hears,coin,because,if,childes,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.0,0,0.06395348837209303,0.04,5,4
p0000653,causal_connector,0,convince,slope,because,if,open_subtitles,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.2222222222222222,0,0.17763157894736842,0.09090909090909091,8,5
p0000654,causal_connector,0,mole,concentrate,if,if,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,9,0.8181818181818182,0.2222222222222222,0,0.13259668508287292,0.04,4,11
p0000655,causal_connector,0,crawl,wears,if,because,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.42857142857142855,0,0.10240963855421686,0.045454545454545456,5,5
p0000656,causal_connector,0,criterion,awkward,if,though,bnc_spoken,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.09090909090909091,0,0.10919540229885058,0.0,9,7
p0000657,causal_connector,0,shrill,humour,if,if,gutenberg,qwen_pair_packed,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.25,0,0.13714285714285715,0.041666666666666664,6,6
p0000658,causal_connector,0,thrill,foul,if,if,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.125,0,0.1,0.08695652173913043,6,4
p0000659,causal_connector,0,profile,hardest,because,although,bnc_spoken,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,7,1.0,0.16666666666666666,0,0.08247422680412371,0.043478260869565216,7,7
p0000660,causal_connector,0,pencils,footsteps,though,if,childes,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.3,0,0.11038961038961038,0.0,7,9
p0000661,causal_connector,0,meets,sails,if,if,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.14285714285714285,0,0.08839779005524862,0.08695652173913043,5,5
p0000662,causal_connector,0,divide,rebel,if,though,simple_wiki,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.14285714285714285,0,0.10215053763440861,0.041666666666666664,6,5
p0000663,causal_connector,0,touches,insist,though,if,childes,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,7,1.0,0.2222222222222222,0,0.07650273224043716,0.0,7,6
p0000664,causal_connector,0,spark,instinct,if,if,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.1111111111111111,0,0.11428571428571428,0.08333333333333333,5,8
p0000665,causal_connector,0,employ,descendants,if,though,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,10,0.9090909090909091,0.08333333333333333,0,0.0673076923076923,0.0,6,11
p0000666,causal_connector,0,lend,apt,because,because,childes,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,4,1.0,0.0,0,0.07142857142857142,0.08695652173913043,4,3
p0000667,causal_connector,0,awkward,stripes,although,because,gutenberg,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,7,1.0,0.1,0,0.07526881720430108,0.0,7,7
p0000668,causal_connector,0,concentrate,quote,if,if,open_subtitles,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,9,0.8181818181818182,0.3333333333333333,0,0.15217391304347827,0.041666666666666664,11,5
p0000669,causal_connector,0,photographer,absurd,though,if,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,11,0.9166666666666666,0.16666666666666666,0,0.1358695652173913,0.04,12,6
p0000670,causal_connector,0,pupil,donít,if,if,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.0,0,0.10160427807486631,0.08695652173913043,5,5
p0000671,causal_connector,0,glove,theories,if,if,open_subtitles,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.75,0.2,0,0.09289617486338798,0.043478260869565216,5,8
p0000672,causal_connector,0,sheer,coward,because,if,qwen_pair_packed,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.1111111111111111,0,0.11494252873563218,0.0,5,6
p0000673,causal_connector,0,lean,cheaper,if,though,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.7142857142857143,0.25,0,0.18032786885245902,0.10526315789473684,4,7
p0000674,causal_connector,0,tickle,spark,if,if,qwen_pair_packed,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.1,0,0.12048192771084337,0.08695652173913043,6,5
p0000675,causal_connector,0,convert,mock,if,if,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.2222222222222222,0,0.0851063829787234,0.08333333333333333,7,4
p0000676,causal_connector,0,tore,employ,because,if,qwen_pair_packed,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.25,0,0.0658682634730539,0.041666666666666664,4,6
p0000677,causal_connector,1,acknowledge,dialogue,although,if,qwen_pair_packed,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,9,0.8181818181818182,0.5,0,0.08484848484848485,0.0,11,8
p0000678,causal_connector,0,stones,flash,though,if,gutenberg,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.1111111111111111,0,0.116751269035533,0.041666666666666664,6,5
p0000679,causal_connector,0,mobile,servants,because,if,simple_wiki,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,8,1.0,0.08333333333333333,0,0.06857142857142857,0.045454545454545456,6,8
p0000680,causal_connector,0,buttons,slight,if,unless,open_subtitles,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,7,1.0,0.2,0,0.11282051282051282,0.0,7,6
p0000681,causal_connector,0,views,sought,if,if,bnc_spoken,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.1,0,0.1329479768786127,0.09090909090909091,5,6
p0000682,causal_connector,0,refers,intense,if,because,fw_preserved_compact_view,qwen_pair_packed,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.2857142857142857,0,0.07692307692307693,0.04,6,7
p0000683,causal_connector,0,extent,brush,if,if,fw_preserved_compact_view,qwen_pair_packed,content,1,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.0,0,0.09375,0.14285714285714285,6,5
p0000684,causal_connector,0,grant,centers,if,because,qwen_pair_packed,fw_preserved_compact_view,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.375,0,0.042735042735042736,0.0,5,7
p0000685,causal_connector,0,assault,session,because,therefore,qwen_pair_packed,fw_preserved_compact_view,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.1111111111111111,0,0.13664596273291926,0.0,7,7
p0000686,causal_connector,0,mere,speaks,though,thus,qwen_pair_packed,fw_preserved_compact_view,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.8333333333333334,0.14285714285714285,0,0.09271523178807947,0.04,4,6
p0000687,causal_connector,0,earn,superior,if,because,open_subtitles,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,7,0.875,0.2222222222222222,0,0.10824742268041238,0.041666666666666664,4,8
p0000688,causal_connector,0,trace,limit,if,if,open_subtitles,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.125,0,0.09947643979057591,0.08695652173913043,5,5
p0000689,causal_connector,0,delay,brush,if,if,bnc_spoken,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.0,0,0.11428571428571428,0.043478260869565216,5,5
p0000690,causal_connector,0,difficulties,puzzles,if,though,gutenberg,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,9,0.75,0.36363636363636365,0,0.08383233532934131,0.0,12,7
p0000691,causal_connector,0,fate,assume,because,therefore,open_subtitles,bnc_spoken,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.8333333333333334,0.2857142857142857,0,0.10326086956521739,0.045454545454545456,4,6
p0000692,causal_connector,0,mix,wipe,if,if,childes,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,3,0.75,0.16666666666666666,0,0.11464968152866242,0.045454545454545456,3,4
p0000693,causal_connector,0,attend,stays,if,if,qwen_pair_packed,fw_preserved_compact_view,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.8333333333333334,0.2857142857142857,0,0.0975609756097561,0.041666666666666664,6,5
p0000694,causal_connector,0,concern,folks,because,if,bnc_spoken,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.1111111111111111,0,0.16666666666666666,0.0,7,5
p0000695,causal_connector,0,hunt,distinct,though,if,gutenberg,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.75,0.25,0,0.06735751295336788,0.04,4,8
p0000696,causal_connector,0,swallow,torn,if,because,open_subtitles,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,7,1.0,0.125,0,0.13836477987421383,0.0,7,4
p0000697,causal_connector,0,bore,fellows,because,if,gutenberg,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.25,0,0.07738095238095238,0.047619047619047616,4,7
p0000698,causal_connector,0,prospect,mystery,if,because,gutenberg,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.75,0.4444444444444444,0,0.14646464646464646,0.09523809523809523,8,7
p0000699,causal_connector,0,acts,sheet,though,if,gutenberg,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.3333333333333333,0,0.08152173913043478,0.0,4,5
p0000700,causal_connector,0,principle,chop,therefore,if,bnc_spoken,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.2222222222222222,0,0.12837837837837837,0.05,9,4
p0000701,causal_connector,0,possess,counts,though,if,qwen_pair_packed,fw_preserved_compact_view,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.25,0,0.05921052631578947,0.04,7,6
p0000702,causal_connector,0,colleagues,develop,if,if,simple_wiki,bnc_spoken,content,1,101-250,101-250,False,False,False,False,False,False,False,9,0.9,0.2727272727272727,0,0.09392265193370165,0.09090909090909091,10,7
p0000703,causal_connector,0,stays,grounds,if,if,bnc_spoken,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.1,0,0.09826589595375723,0.05555555555555555,5,7
p0000704,causal_connector,0,wound,fellows,if,because,open_subtitles,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,7,1.0,0.2222222222222222,0,0.11224489795918367,0.045454545454545456,5,7
p0000705,causal_connector,0,standards,habitat,if,because,gutenberg,simple_wiki,content,1,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.2222222222222222,0,0.11702127659574468,0.0,9,7
p0000706,causal_connector,0,sees,envelope,though,if,childes,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,7,0.875,0.14285714285714285,0,0.125,0.0,4,8
p0000707,causal_connector,0,panel,fail,if,if,bnc_spoken,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,3,0.6,0.2857142857142857,0,0.16071428571428573,0.08333333333333333,5,4
p0000708,causal_connector,0,grab,tons,if,if,open_subtitles,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,4,1.0,0.0,0,0.13872832369942195,0.18181818181818182,4,4
p0000709,causal_connector,0,refuse,peculiar,if,because,open_subtitles,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,6,0.75,0.3,0,0.09183673469387756,0.0,6,8
p0000710,causal_connector,0,lemme,shift,if,if,childes,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.0,0,0.11282051282051282,0.08695652173913043,5,5
p0000711,causal_connector,0,sooner,directions,if,if,open_subtitles,childes,content,1,101-250,101-250,False,False,False,False,False,False,False,9,0.9,0.5555555555555556,0,0.15555555555555556,0.041666666666666664,6,10
p0000712,causal_connector,0,ink,jury,though,therefore,qwen_pair_packed,fw_preserved_compact_view,content,1,101-250,101-250,False,False,False,False,False,False,False,4,1.0,0.0,0,0.08270676691729323,0.08333333333333333,3,4
p0000713,causal_connector,0,prepare,refers,if,if,childes,gutenberg,content,1,101-250,101-250,False,False,False,False,False,False,False,4,0.5714285714285714,0.3333333333333333,0,0.14035087719298245,0.16666666666666666,7,6
p0000714,causal_connector,0,shares,hunt,although,though,simple_wiki,open_subtitles,content,1,101-250,101-250,False,False,False,False,False,False,False,5,0.8333333333333334,0.125,0,0.046511627906976744,0.0,6,4
p0000715,causal_connector,0,arrow,print,unless,if,childes,bnc_spoken,content,1,101-250,101-250,False,False,False,False,False,False,False,4,0.8,0.125,0,0.1858974358974359,0.13636363636363635,5,5
p0000716,causal_connector,0,sends,spite,though,though,gutenberg,bnc_spoken,content,1,101-250,101-250,False,False,False,False,False,False,False,4,0.8,0.2857142857142857,0,0.125,0.043478260869565216,5,5
