direction,anchor_correct_82,column,subtask,subgroup,fine_group,item_key,pred_id,gold,pred_82,pred_84,pred_alpha075,text_a,text_b
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/16506,base_16506,an eye can shed tears.,an eye can shed tears.,a nose can shed tears.,an eye can shed tears.,an eye,a nose
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/16543,base_16543,a dove can sing.,a dove can sing.,a dinghy can sing.,a dove can sing.,a dove,a dinghy
chck84_correct_alpha075_wrong,1,COMPS,base,overlap,,COMPS/base/16549,base_16549,a whale can sing.,a whale can sing.,a whale can sing.,a walrus can sing.,a whale,a walrus
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/16553,base_16553,a raven can sing.,a raven can sing.,a woodpecker can sing.,a raven can sing.,a raven,a woodpecker
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/1656,base_1656,ham can be eaten with bread.,chocolate can be eaten with bread.,ham can be eaten with bread.,chocolate can be eaten with bread.,ham,chocolate
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/16571,base_16571,a hummingbird can sing.,a hummingbird can sing.,a toe can sing.,a hummingbird can sing.,a hummingbird,a toe
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/16580,base_16580,a ship can sink.,an ashtray can sink.,a ship can sink.,an ashtray can sink.,a ship,an ashtray
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/16590,base_16590,a ferry can sink.,a taxi can sink.,a ferry can sink.,a taxi can sink.,a ferry,a taxi
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/166,base_166,an orange bruises over time.,an olive bruises over time.,an orange bruises over time.,an olive bruises over time.,an orange,an olive
chck84_correct_alpha075_wrong,1,COMPS,base,overlap,,COMPS/base/16601,base_16601,a yacht can sink.,a yacht can sink.,a yacht can sink.,a van can sink.,a yacht,a van
alpha075_correct_chck84_wrong,0,COMPS,base,overlap,,COMPS/base/16605,base_16605,a dinghy can sink.,a sledge can sink.,a sledge can sink.,a dinghy can sink.,a dinghy,a sledge
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/16706,base_16706,a crocodile can snap its jaws.,a lizard can snap its jaws.,a crocodile can snap its jaws.,a lizard can snap its jaws.,a crocodile,a lizard
alpha075_correct_chck84_wrong,0,COMPS,base,co-occurrence,,COMPS/base/16758,base_16758,a sycamore tree can spin.,a willow tree can spin.,a willow tree can spin.,a sycamore tree can spin.,a sycamore tree,a willow tree
alpha075_correct_chck84_wrong,0,COMPS,base,co-occurrence,,COMPS/base/16774,base_16774,an axe can split items.,a sword can split items.,a sword can split items.,an axe can split items.,an axe,a sword
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/16781,base_16781,a hose can spray liquid.,a hose can spray liquid.,a broom can spray liquid.,a hose can spray liquid.,a hose,a broom
chck84_correct_alpha075_wrong,1,COMPS,base,co-occurrence,,COMPS/base/16790,base_16790,a parakeet can squawk.,a parakeet can squawk.,a parakeet can squawk.,a gerbil can squawk.,a parakeet,a gerbil
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/16797,base_16797,a raven can squawk.,a raven can squawk.,a wren can squawk.,a raven can squawk.,a raven,a wren
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/16828,base_16828,a machete can stab.,a bow can stab.,a machete can stab.,a bow can stab.,a machete,a bow
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/16833,base_16833,scissors can stab.,scissors can stab.,a saw can stab.,scissors can stab.,scissors,a saw
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/16838,base_16838,a scalpel can stab.,a chisel can stab.,a scalpel can stab.,a chisel can stab.,a scalpel,a chisel
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/16839,base_16839,a scalpel can stab.,a scalpel can stab.,a scalpel can stab.,a heron can stab.,a scalpel,a heron
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/16856,base_16856,a bayonet can stab.,a bow can stab.,a bayonet can stab.,a bow can stab.,a bayonet,a bow
chck84_correct_alpha075_wrong,1,COMPS,base,co-occurrence,,COMPS/base/16890,base_16890,a magpie can stand on one leg.,a magpie can stand on one leg.,a magpie can stand on one leg.,a squirrel can stand on one leg.,a magpie,a squirrel
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/16901,base_16901,a partridge can stand on one leg.,a penguin can stand on one leg.,a partridge can stand on one leg.,a penguin can stand on one leg.,a partridge,a penguin
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/16909,base_16909,a parakeet can stand on one leg.,a penguin can stand on one leg.,a parakeet can stand on one leg.,a penguin can stand on one leg.,a parakeet,a penguin
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/16912,base_16912,a wren can stand on one leg.,a hummingbird can stand on one leg.,a wren can stand on one leg.,a hummingbird can stand on one leg.,a wren,a hummingbird
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/16921,base_16921,a harpsichord can stand up vertically.,a harpsichord can stand up vertically.,a harp can stand up vertically.,a harpsichord can stand up vertically.,a harpsichord,a harp
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/16923,base_16923,a harpsichord can stand up vertically.,a harpsichord can stand up vertically.,a hawk can stand up vertically.,a harpsichord can stand up vertically.,a harpsichord,a hawk
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/16924,base_16924,a chipmunk can stand up vertically.,a beaver can stand up vertically.,a chipmunk can stand up vertically.,a beaver can stand up vertically.,a chipmunk,a beaver
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/16948,base_16948,an organ can stand up vertically.,a banjo can stand up vertically.,an organ can stand up vertically.,a banjo can stand up vertically.,an organ,a banjo
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/16953,base_16953,a piano can stand up vertically.,a piano can stand up vertically.,a harp can stand up vertically.,a piano can stand up vertically.,a piano,a harp
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/16955,base_16955,a piano can stand up vertically.,a piano can stand up vertically.,a leopard can stand up vertically.,a piano can stand up vertically.,a piano,a leopard
alpha075_correct_chck84_wrong,0,COMPS,base,taxonomic,,COMPS/base/1696,base_1696,mayonnaise can be eaten with chips.,garlic can be eaten with chips.,garlic can be eaten with chips.,mayonnaise can be eaten with chips.,mayonnaise,garlic
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/17016,base_17016,a cupboard can store clothes.,a cupboard can store clothes.,a cage can store clothes.,a cupboard can store clothes.,a cupboard,a cage
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/17040,base_17040,a chipmunk can store food in its cheeks.,a squirrel can store food in its cheeks.,a chipmunk can store food in its cheeks.,a squirrel can store food in its cheeks.,a chipmunk,a squirrel
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/17068,base_17068,a camel can store water.,a hippo can store water.,a camel can store water.,a hippo can store water.,a camel,a hippo
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/17080,base_17080,milk can strengthen the teeth.,milk can strengthen the teeth.,cider can strengthen the teeth.,milk can strengthen the teeth.,milk,cider
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/17114,base_17114,a bat can suck blood.,a ball can suck blood.,a bat can suck blood.,a ball can suck blood.,a bat,a ball
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/17138,base_17138,a stool can support body weight.,a stool can support body weight.,a hutch can support body weight.,a stool can support body weight.,a stool,a hutch
alpha075_correct_chck84_wrong,0,COMPS,base,taxonomic,,COMPS/base/17144,base_17144,a desk can support body weight.,a bag can support body weight.,a bag can support body weight.,a desk can support body weight.,a desk,a bag
alpha075_correct_chck84_wrong,0,COMPS,base,random,,COMPS/base/17147,base_17147,a desk can support body weight.,a lion can support body weight.,a lion can support body weight.,a desk can support body weight.,a desk,a lion
alpha075_correct_chck84_wrong,0,COMPS,base,overlap,,COMPS/base/17177,base_17177,a crayfish can swim.,a mussel can swim.,a mussel can swim.,a crayfish can swim.,a crayfish,a mussel
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/17188,base_17188,a squid can swim.,a squid can swim.,a mussel can swim.,a squid can swim.,a squid,a mussel
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/17196,base_17196,an oyster can swim.,an oyster can swim.,a mussel can swim.,an oyster can swim.,an oyster,a mussel
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/17240,base_17240,a starling can swoop down.,a starling can swoop down.,a canary can swoop down.,a starling can swoop down.,a starling,a canary
alpha075_correct_chck84_wrong,0,COMPS,base,co-occurrence,,COMPS/base/17242,base_17242,a starling can swoop down.,a wren can swoop down.,a wren can swoop down.,a starling can swoop down.,a starling,a wren
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/17244,base_17244,an eagle can swoop down.,an eagle can swoop down.,an owl can swoop down.,an eagle can swoop down.,an eagle,an owl
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/17260,base_17260,a dinghy can take part in races.,a canoe can take part in races.,a dinghy can take part in races.,a canoe can take part in races.,a dinghy,a canoe
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/17307,base_17307,a clock can tick.,a radio can tick.,a clock can tick.,a radio can tick.,a clock,a radio
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/17310,base_17310,a chandelier can tinkle.,a dragonfly can tinkle.,a chandelier can tinkle.,a dragonfly can tinkle.,a chandelier,a dragonfly
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/17324,base_17324,a box can transport goods.,a bag can transport goods.,a box can transport goods.,a bag can transport goods.,a box,a bag
alpha075_correct_chck84_wrong,0,COMPS,base,taxonomic,,COMPS/base/17348,base_17348,a truck can transport goods.,a motorcycle can transport goods.,a motorcycle can transport goods.,a truck can transport goods.,a truck,a motorcycle
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/17365,base_17365,a truck can transport people.,a truck can transport people.,a tank can transport people.,a truck can transport people.,a truck,a tank
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/1738,base_1738,a hutch can be emptied.,a hutch can be emptied.,a bookcase can be emptied.,a hutch can be emptied.,a hutch,a bookcase
chck84_correct_alpha075_wrong,1,COMPS,base,co-occurrence,,COMPS/base/17422,base_17422,a coach can travel long distances.,a coach can travel long distances.,a coach can travel long distances.,a football can travel long distances.,a coach,a football
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/17435,base_17435,a submarine can travel long distances.,a cockerel can travel long distances.,a submarine can travel long distances.,a cockerel can travel long distances.,a submarine,a cockerel
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/17442,base_17442,a van can travel long distances.,a van can travel long distances.,a wheelchair can travel long distances.,a van can travel long distances.,a van,a wheelchair
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/1747,base_1747,a cage can be emptied.,a cage can be emptied.,a cage can be emptied.,an asparagus can be emptied.,a cage,an asparagus
alpha075_correct_chck84_wrong,0,COMPS,base,random,,COMPS/base/17495,base_17495,a swan can waddle.,a porcupine can waddle.,a porcupine can waddle.,a swan can waddle.,a swan,a porcupine
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/17496,base_17496,a penguin can waddle.,a pelican can waddle.,a penguin can waddle.,a pelican can waddle.,a penguin,a pelican
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/17515,base_17515,a swan can wade.,potato can wade.,a swan can wade.,potato can wade.,a swan,potato
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/17556,base_17556,a goose can walk.,a bat can walk.,a goose can walk.,a bat can walk.,a goose,a bat
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/17598,base_17598,a hippo can wallow.,a hippo can wallow.,a giraffe can wallow.,a hippo can wallow.,a hippo,a giraffe
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/17599,base_17599,a hippo can wallow.,a hippo can wallow.,an apple can wallow.,a hippo can wallow.,a hippo,an apple
chck84_correct_alpha075_wrong,1,COMPS,base,taxonomic,,COMPS/base/176,base_176,satsuma bruises over time.,satsuma bruises over time.,satsuma bruises over time.,a currant bruises over time.,satsuma,a currant
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/17614,base_17614,a whisk can whip cream.,a whisk can whip cream.,a spoon can whip cream.,a whisk can whip cream.,a whisk,a spoon
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/17623,base_17623,an otter can work in teams.,an otter can work in teams.,a speedboat can work in teams.,an otter can work in teams.,an otter,a speedboat
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/17631,base_17631,a lion can work in teams.,flour can work in teams.,a lion can work in teams.,flour can work in teams.,a lion,flour
alpha075_correct_chck84_wrong,0,COMPS,base,overlap,,COMPS/base/17641,base_17641,a wolf can work in teams.,a fox can work in teams.,a fox can work in teams.,a wolf can work in teams.,a wolf,a fox
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/17699,base_17699,a penguin cannot fly.,a dagger cannot fly.,a penguin cannot fly.,a dagger cannot fly.,a penguin,a dagger
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/17743,base_17743,a rocking chair carries one person.,a rocking chair carries one person.,a dinghy carries one person.,a rocking chair carries one person.,a rocking chair,a dinghy
alpha075_correct_chck84_wrong,0,COMPS,base,overlap,,COMPS/base/17745,base_17745,a deckchair carries one person.,a bench carries one person.,a bench carries one person.,a deckchair carries one person.,a deckchair,a bench
chck84_correct_alpha075_wrong,1,COMPS,base,overlap,,COMPS/base/17749,base_17749,an armchair carries one person.,an armchair carries one person.,an armchair carries one person.,a sofa carries one person.,an armchair,a sofa
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/17761,base_17761,a tricycle carries one person.,a tricycle carries one person.,a sledge carries one person.,a tricycle carries one person.,a tricycle,a sledge
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/1781,base_1781,a bathtub can be empty.,a bathtub can be empty.,a tray can be empty.,a bathtub can be empty.,a bathtub,a tray
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/17811,base_17811,a bee collects food.,a cricket collects food.,a bee collects food.,a cricket collects food.,a bee,a cricket
chck84_correct_alpha075_wrong,1,COMPS,base,taxonomic,,COMPS/base/17828,base_17828,butter comes from cows.,butter comes from cows.,butter comes from cows.,flour comes from cows.,butter,flour
alpha075_correct_chck84_wrong,0,COMPS,base,random,,COMPS/base/1783,base_1783,a bathtub can be empty.,a pigeon can be empty.,a pigeon can be empty.,a bathtub can be empty.,a bathtub,a pigeon
