direction,column,subtask,subgroup,fine_group,item_key,pred_id,correct_82,correct_84,correct_100,gold,pred_82,pred_84,pred_100,text_a,text_b
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/342,principle_A_domain_2_342,0,1,0,Naomi wasn't thinking Paul had found himself.,Naomi wasn't thinking Paul had found herself.,Naomi wasn't thinking Paul had found himself.,Naomi wasn't thinking Paul had found herself.,Naomi wasn't thinking Paul had found himself.,Naomi wasn't thinking Paul had found herself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/356,principle_A_domain_2_356,1,0,1,Jason isn't thinking Tanya should remember herself.,Jason isn't thinking Tanya should remember herself.,Jason isn't thinking Tanya should remember himself.,Jason isn't thinking Tanya should remember herself.,Jason isn't thinking Tanya should remember herself.,Jason isn't thinking Tanya should remember himself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/362,principle_A_domain_2_362,0,0,1,Erin has imagined the broccoli won't confuse itself.,Erin has imagined the broccoli won't confuse herself.,Erin has imagined the broccoli won't confuse herself.,Erin has imagined the broccoli won't confuse itself.,Erin has imagined the broccoli won't confuse itself.,Erin has imagined the broccoli won't confuse herself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/373,principle_A_domain_2_373,1,0,0,Melissa explained Russell likes himself.,Melissa explained Russell likes himself.,Melissa explained Russell likes herself.,Melissa explained Russell likes herself.,Melissa explained Russell likes himself.,Melissa explained Russell likes herself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/385,principle_A_domain_2_385,1,0,1,Walter wasn't thinking some waiters have disagreed with themselves.,Walter wasn't thinking some waiters have disagreed with themselves.,Walter wasn't thinking some waiters have disagreed with himself.,Walter wasn't thinking some waiters have disagreed with themselves.,Walter wasn't thinking some waiters have disagreed with themselves.,Walter wasn't thinking some waiters have disagreed with himself.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/402,principle_A_domain_2_402,1,1,0,Many guests thought Barbara isn't upsetting herself.,Many guests thought Barbara isn't upsetting herself.,Many guests thought Barbara isn't upsetting herself.,Many guests thought Barbara isn't upsetting themselves.,Many guests thought Barbara isn't upsetting herself.,Many guests thought Barbara isn't upsetting themselves.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/407,principle_A_domain_2_407,1,1,0,Carolyn thinks Gregory hasn't criticized himself.,Carolyn thinks Gregory hasn't criticized himself.,Carolyn thinks Gregory hasn't criticized himself.,Carolyn thinks Gregory hasn't criticized herself.,Carolyn thinks Gregory hasn't criticized himself.,Carolyn thinks Gregory hasn't criticized herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/414,principle_A_domain_2_414,0,1,0,Lisa could imagine this grocery store is scaring itself.,Lisa could imagine this grocery store is scaring herself.,Lisa could imagine this grocery store is scaring itself.,Lisa could imagine this grocery store is scaring herself.,Lisa could imagine this grocery store is scaring itself.,Lisa could imagine this grocery store is scaring herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/416,principle_A_domain_2_416,0,1,0,Marla imagined Liam discovered himself.,Marla imagined Liam discovered herself.,Marla imagined Liam discovered himself.,Marla imagined Liam discovered herself.,Marla imagined Liam discovered himself.,Marla imagined Liam discovered herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/423,principle_A_domain_2_423,0,1,1,Lucille shouldn't think that movie theater should worry itself.,Lucille shouldn't think that movie theater should worry herself.,Lucille shouldn't think that movie theater should worry itself.,Lucille shouldn't think that movie theater should worry itself.,Lucille shouldn't think that movie theater should worry itself.,Lucille shouldn't think that movie theater should worry herself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/441,principle_A_domain_2_441,1,0,1,These teachers think Denise investigates herself.,These teachers think Denise investigates herself.,These teachers think Denise investigates themselves.,These teachers think Denise investigates herself.,These teachers think Denise investigates herself.,These teachers think Denise investigates themselves.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/446,principle_A_domain_2_446,0,1,1,Jane is saying Jerry discusses himself.,Jane is saying Jerry discusses herself.,Jane is saying Jerry discusses himself.,Jane is saying Jerry discusses himself.,Jane is saying Jerry discusses himself.,Jane is saying Jerry discusses herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/48,principle_A_domain_2_48,0,1,0,Dana says Carl works with himself.,Dana says Carl works with herself.,Dana says Carl works with himself.,Dana says Carl works with herself.,Dana says Carl works with himself.,Dana says Carl works with herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/482,principle_A_domain_2_482,0,1,0,These guests imagine Carlos was stunning himself.,These guests imagine Carlos was stunning themselves.,These guests imagine Carlos was stunning himself.,These guests imagine Carlos was stunning themselves.,These guests imagine Carlos was stunning himself.,These guests imagine Carlos was stunning themselves.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/485,principle_A_domain_2_485,1,1,0,Emily was explaining that boy wasn't worrying himself.,Emily was explaining that boy wasn't worrying himself.,Emily was explaining that boy wasn't worrying himself.,Emily was explaining that boy wasn't worrying herself.,Emily was explaining that boy wasn't worrying himself.,Emily was explaining that boy wasn't worrying herself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/496,principle_A_domain_2_496,1,0,1,Carlos had said Kristin discovers herself.,Carlos had said Kristin discovers herself.,Carlos had said Kristin discovers himself.,Carlos had said Kristin discovers herself.,Carlos had said Kristin discovers herself.,Carlos had said Kristin discovers himself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/510,principle_A_domain_2_510,0,1,0,Ann doesn't say Timothy approaches himself.,Ann doesn't say Timothy approaches herself.,Ann doesn't say Timothy approaches himself.,Ann doesn't say Timothy approaches herself.,Ann doesn't say Timothy approaches himself.,Ann doesn't say Timothy approaches herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/517,principle_A_domain_2_517,0,1,0,Those students imagine a print disgusted itself.,Those students imagine a print disgusted themselves.,Those students imagine a print disgusted itself.,Those students imagine a print disgusted themselves.,Those students imagine a print disgusted itself.,Those students imagine a print disgusted themselves.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/52,principle_A_domain_2_52,0,0,1,Richard hasn't thought the banana won't bore itself.,Richard hasn't thought the banana won't bore himself.,Richard hasn't thought the banana won't bore himself.,Richard hasn't thought the banana won't bore itself.,Richard hasn't thought the banana won't bore itself.,Richard hasn't thought the banana won't bore himself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/528,principle_A_domain_2_528,0,0,1,Tonya hadn't said some women haven't kissed themselves.,Tonya hadn't said some women haven't kissed herself.,Tonya hadn't said some women haven't kissed herself.,Tonya hadn't said some women haven't kissed themselves.,Tonya hadn't said some women haven't kissed themselves.,Tonya hadn't said some women haven't kissed herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/548,principle_A_domain_2_548,0,1,0,Brenda will imagine Thomas has fled from himself.,Brenda will imagine Thomas has fled from herself.,Brenda will imagine Thomas has fled from himself.,Brenda will imagine Thomas has fled from herself.,Brenda will imagine Thomas has fled from himself.,Brenda will imagine Thomas has fled from herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/551,principle_A_domain_2_551,0,1,0,Many ladies think Thomas hasn't worked with himself.,Many ladies think Thomas hasn't worked with themselves.,Many ladies think Thomas hasn't worked with himself.,Many ladies think Thomas hasn't worked with themselves.,Many ladies think Thomas hasn't worked with himself.,Many ladies think Thomas hasn't worked with themselves.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/556,principle_A_domain_2_556,0,0,1,Charles wasn't imagining Wendy couldn't hide herself.,Charles wasn't imagining Wendy couldn't hide himself.,Charles wasn't imagining Wendy couldn't hide himself.,Charles wasn't imagining Wendy couldn't hide herself.,Charles wasn't imagining Wendy couldn't hide herself.,Charles wasn't imagining Wendy couldn't hide himself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/560,principle_A_domain_2_560,1,0,1,Paul imagines those drivers aren't attacking themselves.,Paul imagines those drivers aren't attacking themselves.,Paul imagines those drivers aren't attacking himself.,Paul imagines those drivers aren't attacking themselves.,Paul imagines those drivers aren't attacking themselves.,Paul imagines those drivers aren't attacking himself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/562,principle_A_domain_2_562,0,1,1,Brett wasn't saying Valerie wasn't observing herself.,Brett wasn't saying Valerie wasn't observing himself.,Brett wasn't saying Valerie wasn't observing herself.,Brett wasn't saying Valerie wasn't observing herself.,Brett wasn't saying Valerie wasn't observing herself.,Brett wasn't saying Valerie wasn't observing himself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/577,principle_A_domain_2_577,0,1,1,Sandra should think those hospitals will talk to themselves.,Sandra should think those hospitals will talk to herself.,Sandra should think those hospitals will talk to themselves.,Sandra should think those hospitals will talk to themselves.,Sandra should think those hospitals will talk to themselves.,Sandra should think those hospitals will talk to herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/578,principle_A_domain_2_578,0,1,1,An actress would say Kenneth cures himself.,An actress would say Kenneth cures herself.,An actress would say Kenneth cures himself.,An actress would say Kenneth cures himself.,An actress would say Kenneth cures himself.,An actress would say Kenneth cures herself.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/585,principle_A_domain_2_585,1,1,0,The waitress hasn't thought Ronald couldn't conceal himself.,The waitress hasn't thought Ronald couldn't conceal himself.,The waitress hasn't thought Ronald couldn't conceal himself.,The waitress hasn't thought Ronald couldn't conceal herself.,The waitress hasn't thought Ronald couldn't conceal himself.,The waitress hasn't thought Ronald couldn't conceal herself.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/597,principle_A_domain_2_597,1,1,0,The guys imagine Dennis hasn't insulted himself.,The guys imagine Dennis hasn't insulted himself.,The guys imagine Dennis hasn't insulted himself.,The guys imagine Dennis hasn't insulted themselves.,The guys imagine Dennis hasn't insulted himself.,The guys imagine Dennis hasn't insulted themselves.
