endpoint,split,example_id,row_index,correct,gold,prediction,prompt,solution0,solution1,group,label,prediction_path
ordinary64,parallel,parallel_ex000075_eng_latn,69,1,200 liters, 200 liters,How much water fills an average bathtub?,1000 liters,50 liters,ordinary,3,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000076_eng_latn,70,1,Do not cover it, Do not cover it,How do you make a candle burn for a long time?,Do not cover it,Cover it with aluminum foil,ordinary,0,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000077_eng_latn,71,0,A stick, A knife,"While mother was sweeping the house, a coin that was on the floor was hit by the broom. The coin rolled far under the refrigerator. What could she use to get the coin out?",A sock,A fork,ordinary,2,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000078_eng_latn,72,0,In the refrigerator, In the oven,"To stop a banana from ripening too fast, where can you put it?",In the oven,In a bowl,ordinary,2,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000079_eng_latn,73,0,The car has worn out tires, The car has lost a tire,A car is skidding out of control. What scenario would make the car skid faster?,The car has new tires,The car has lost a tire,ordinary,3,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000080_eng_latn,74,1,The plain water will freeze faster, The plain water will freeze faster,You have a cup of plain water and a cup of salt water. You put both in the freezer. Which will freeze faster?,The salt water will freeze faster,They will freeze at the same rate,ordinary,2,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000081_eng_latn,75,1,Flatten out the towel and do not fold it, Flatten out the towel and do not fold it,A wet towel is lying crumpled up on the bathroom floor. How should you make it dry faster?,Flatten out the towel and do not fold it,Flatten out the towel and fold it into quarters,ordinary,0,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000082_eng_latn,76,0,A dull low sound, An echoing sound,You arrive at a lake and want to check the thickness of the ice. You hit the ice with a stick. What kind of sound would mean the ice is safer to walk on?,A dull low sound,A high rattling sound,ordinary,0,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000083_eng_latn,77,0,Less than 20cm, 20cm,"A person is walking in deep, fluffy snow, and their feet sink 20cm into the snow. A person with the same weight but much larger feet walks in the same snow. How much will the second person's feet sink into the snow?",20cm,Less than 20cm,ordinary,1,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000084_eng_latn,78,0,No, Yes,"The deadline for a report is two weeks from today. We will meet about the report in one week. If the meeting is postponed by two weeks, will it still be before the report deadline?",Unable to answer,No,ordinary,1,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000085_eng_latn,79,0,"Make animal shapes with your hand, then place your hand between the lamp and the wall"," Make animal shapes with your hand, then place your hand on the wall",Some children enjoy making different animals and birds with hand shadows on the wall. How do you make these shadows with your hand?,"Make animal shapes with your hand, then place your hand underneath the lamp","Make animal shapes with your hand, then place your hand on the wall",ordinary,2,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000086_eng_latn,80,1,The glass would break, The glass would break,"What would happen if we completely fill a glass container with water, seal it, and leave it outdoors in the freezing cold for a day?",The glass would harden,The glass would break,ordinary,1,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000087_eng_latn,81,0,"Sugar and flour, oil and water"," Sugar and water, flour and salt",A recipe says that you have to mix the wet and dry ingredients separately. Which ingredients would be mixed together?,"Sugar and water, flour and salt","Sugar and flour, oil and salt",ordinary,3,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000088_eng_latn,82,1,Two glasses of 0.4L and one glass of 0.3L, Two glasses of 0.4L and one glass of 0.3L,We have 1 liter of milk and we want to pour all the milk into glasses. We only have three glasses. Which combination of sizes will be able to hold all the milk?,Two glasses of 0.2L and one glass of 0.5L,Three glasses of 0.3L,ordinary,3,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000089_eng_latn,83,0,"Wrap the egg with the paper, then put it inside the cup"," Wrap the cup with the paper, then put it next to the egg","There is a sheet of paper, a glass cup, and an egg. How would you place them in a box to best protect the egg from breaking?","Wrap the cup with the paper, then put it next to the egg","Wrap the egg with the paper, then put it inside the cup",ordinary,1,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000090_eng_latn,84,0,The water will move towards the front of the truck, The water will not move,"A truck full of water is driving down a road. Suddenly, it has to stop. As it is stopping, where will the water go?",The water will move towards the front of the truck,The water will move towards the back of the truck,ordinary,0,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000091_eng_latn,85,0,Blue and yellow, Blue and red,"James is painting a garden scene, but he has no green paint. What paints could he mix to get green?",Blue and red,Blue and white,ordinary,2,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000092_eng_latn,86,0,One drop of red and two drops of yellow, One drop of red and one drop of blue,"Alex is baking an orange cake, and he needs to add food coloring to make it orange. What food coloring should he add?",One drop of yellow and one drop of blue,One drop of red and two drops of yellow,ordinary,1,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000093_eng_latn,87,0,Fill a bag with leaves, Fill a bag with water,"To make a temporary outdoor pillow, what could you do?",Fill a bag with twigs,Fill a bag with stones,ordinary,2,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000094_eng_latn,88,1,Drying the laundry, Drying the laundry,You put some cookies in the oven before doing some housework. What housework would not be possible to finish before the cookies need to be taken out of the oven?,Drying the laundry,Folding the laundry,ordinary,0,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000095_eng_latn,89,0,Behind you, In front of you,"You and your friend are walking in a forest, but your friend turns left when you turn right, and you both keep walking. What direction is your friend relative to you now?",In front of you,To your right,ordinary,2,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ordinary64,parallel,parallel_ex000096_eng_latn,90,0,Your friend is following you, You and your friend are walking towards each other,"You and your friend are walking down the street towards each other. You turn around, but your friend keeps walking in the same direction. Which direction are you and your friend walking relative to one another?",You and your friend are walking in opposite directions,You and your friend are walking towards each other,ordinary,3,experiments/archive/functional_learning/data/repaired_ordinary_zero_reading/official_outputs/ordinary_inherited_wwm_seed62064_u0080_zero_reading/GlobalPIQA_parallel/repaired_ordinary_inherited_wwm_seed62064_u0080/full_ordinary_inherited_wwm_seed62064_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
